,type,organization,comment,photo,photo_after,coords,subdistrict,district,timestamp,state,star,last_activity,severity,time_to_solve
2004,{เสียงรบกวน},"เขตบางกะปิ,ผอ.เขตบางกะปิ (นายไพรัตน์),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",ร้องเรียนเรื่องปัญหาเสียงดังค่ะทางวัดบึงทองหลางจัดงานบ่อยมาก บ่อยเกินไปและเปิดเสียงดังมาก ทั้งเสียงดังทั้งดึงไฟ เวลามีหมอลำไฟฟ้าในพื้นที่จะตกเหมือนกระแสไฟกระจายมาไม่พอ พื้นที่ระแวกใกล้เคียงคือเขตชุมชนชาวบ้านไม่ได้หลับไม่ได้นอน เคยแจ้งไปที่สน.ลาดพร้าว+เขตลาดพร้าวแล้วแต่ก็ยังคงจัดงานเหมือนเดิม บางเดือนจัด3-4ครั้ง บางทีก็จัดติดๆกัน5วัน ปวดประสาทมากค่ะ เด็กเล็กคนชราไม่ต้องพักผ่อนกันพอดี รบกวนผู้ว่าและทีมงานช่วยประสานงานไปทีค่ะ ล่าสุดวันที่5/มิย/65 มีหมอลำสาวน้อยบ้านแพค่ะ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/4efcfc22947399fc3b2def9c04401eb5bb0df2f3.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/0b02ac0bb78a2ee1d62fc5a671e9c7fcfe7ab6d9.jpg,"100.62716,13.79562",คลองจั่น,บางกะปิ,2022-06-05 15:12:46.562558+00,เสร็จสิ้น,5.0,2022-06-09 05:34:43.946381+00,Very Low,7
2005,{แสงสว่าง},"เขตพระโขนง,ฝ่ายโยธา เขตพระโขนง,การไฟฟ้านครหลวง เขตบางกะปิ,การไฟฟ้านครหลวง MEA,ผอ.เขตพระโขนง (น.ส.วรุณลักษม์),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",ไฟส่องสว่างในซอยปุณณวิถีเสียครับ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/e39436cf48b39c4b1ef358c1eacfb789281388d4.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/afe73c4ae312cbabea208ae4ab2644d1f4ffce6a.jpg,"100.62050,13.69287",บางจาก,พระโขนง,2022-06-05 15:15:49.855284+00,เสร็จสิ้น,1.0,2022-09-08 12:55:34.645797+00,Very Low,1
2006,"{กีดขวาง,ถนน}","เขตประเวศ,ฝ่ายโยธา เขตประเวศ,ผอ.เขตประเวศ (นายดิชา),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",1.เสาไฟบนถนนกีดขวางทางจราจร,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/e28d06b5c503cce8286727ef0ddddc773966d8e6.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/d13b2580f5925a8b331b36f56c94dcab69ec5d9d.jpg,"100.64338,13.69977",หนองบอน,ประเวศ,2022-06-05 15:17:02.493004+00,เสร็จสิ้น,2.0,2022-07-04 09:02:42.634074+00,Very Low,2
2007,"{น้ำท่วม,ถนน}","เขตทุ่งครุ,ฝ่ายโยธา เขตทุ่งครุ,ผอ.เขตทุ่งครุ (นายพงค์ศักดิ์),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)","หน้าปากซอยประชาอุทิศ 131 (ทุ่งครุ) มีจุดที่ถนนไม่ได้ปรับปรุงประมาณ 50 เมตร ซึ่งสภาพชำรุดและเป็นจุดน้ำท่วมขังเวลาฝนตก และตลาดข้างๆเป็นพื้นทรายและหินทำให้ถนนสกปรกอย่างมาก

อยากให้ปรับปรุงให้เหมือนจุดอื่นที่ดีแล้วในซอยครับ",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/9e09d99dc15fd40637851d37508feced80c6f441.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/849234c6aa903d72c6a369cedc09d8ac73de7e96.jpg,"100.51315,13.60790",ทุ่งครุ,ทุ่งครุ,2022-06-05 15:17:08.524466+00,เสร็จสิ้น,1.0,2022-08-30 16:36:17.319866+00,Very Low,10
2008,{สายไฟ},"เขตสายไหม,ฝ่ายโยธา เขตสายไหม,ผอ.เขตสายไหม (นายสมบัติ),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",โซนสายสายไหม 64/2 ถึงท้ายซอย,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/ddf27a7d87b9ee965cad1ec704990b5a1e015aa3.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/a0c6acbba2a426d1a8d5e04ccf2f5ec184dfeb14.jpg,"100.67054,13.92118",สายไหม,สายไหม,2022-06-05 15:17:16.723997+00,เสร็จสิ้น,4.0,2022-06-17 04:26:48.769881+00,Very Low,1
2009,"{แสงสว่าง,ถนน}","เขตบางบอน,สำนักการโยธา กทม.,ผอ.เขตบางบอน (นางทวีพร),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)",ถนนเอกชัย-บางบอน ไฟส่องสว่าง2ฟากถนนมืด ทำให้กลางคืนคนข้ามถนนรถมองไม่เห็น เกิดอุบัติเหตุถึงแก่ชีวิตบ่อยครั้ง อยากได้ไฟที่สว่างๆและสัญญาณไฟข้ามถนน,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/e7714f935d68e5950aa0ce96481a70b555119d28.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/0621e5937eec66d654d53c18e69781af35e756e0.jpg,"100.41936,13.67052",บางบอนเหนือ,บางบอน,2022-06-05 15:19:50.608695+00,เสร็จสิ้น,5.0,2023-11-07 03:11:25.01893+00,Very Low,10
2010,"{แสงสว่าง,ถนน}","เขตดอนเมือง,ผอ.เขตดอนเมือง (นายสาโรจน์),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",ไฟส่องสว่างไม่ทำงานทางกลับรถจากหมู่บ้านเปรมประชาเข้าสู่ถนนเชิดวุฒากาศ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/694a0655fd666553e7a2eedf43f4d3ed96b5d866.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/50a22c17cb91ae7c8b0bbb46f1b52835844a8dff.jpg,"100.60781,13.94698",สนามบิน,ดอนเมือง,2022-06-05 15:25:20.757943+00,เสร็จสิ้น,5.0,2022-06-08 06:51:26.66857+00,Very Low,10
2011,{ความสะอาด},"เขตประเวศ,ฝ่ายพัฒนาชุมชนฯ เขตประเวศ,ฝ่ายรักษาความสะอาดฯ เขตประเวศ,ผอ.เขตประเวศ (นายดิชา),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)","สนามบาสประเวศ
1.สีสนามหลุดร่อน ลื่น
2. รถขยะเข้ามาจอด ทั้งๆที่เดิมเป็นสนามกีฬาล้วนๆ ทำให้ส่งกลิ่นรบกวน
3. อยากได้จุดน้ำดื่มฟรี หรือ ร้านค้าสวัสดิการภายในครับ
4. บาสตกน้ำ เพราะตรงจุดที่เป็นลูกกรงเดิม มีรถขยะมาจอดครับไปเห็นสนามสวนวนาภิรมย์ร่มเกล้าแล้วอิจฉามาก สนามสวย ดี มีห้องน้ำสะอาด เกิดเป็นพื้นที่ดีๆ เกิดประโยชน์มาก",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/a9b1dd2f9096aa8cee5d11910d20afe2f4c7bfdb.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-08/4912d36b5e94a6dfcb215bba4842e705eaae76fa.jpg,"100.70001,13.72262",ประเวศ,ประเวศ,2022-06-05 15:27:06.388926+00,เสร็จสิ้น,5.0,2022-08-17 05:37:50.458812+00,Very Low,14
2012,{ถนน},"กองโครงการสายอากาศเป็นสายใต้ดิน3 ฝ่ายบริหารโครงการ การไฟฟ้านครหลวง (กคต.3 ฝบค. กฟน.),เขตยานนาวา,สำนักการโยธา กทม.,การไฟฟ้านครหลวง เขตคลองเตย,การไฟฟ้านครหลวง ฝ่ายบริหารโครงการ,การไฟฟ้านครหลวง MEA",อยากให้ช่วยตรวจสอบพื้นผิวบนถนนจราจร บริเวณช่วงถนนพระราม 3 ถนนรัชดาภิเษก และถนนอีกหลายสาย เนื่องจากมีการขุดเพื่อดำเนินการ แต่ปิดไม่เรียบร้อย ทำให้เกิดผลกระทบจากผู้ใช้ถนน จึงอยากให้ผู้เกี่ยวข้องเข้ามาแก้ไขโดยด่วน,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/110673d25550c7a0f9bfed87524a4300a9183158.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-07/1689147150420.jpeg,"100.54723,13.69388",ช่องนนทรี,ยานนาวา,2022-06-05 15:29:14.809748+00,เสร็จสิ้น,5.0,2023-07-12 07:32:31.833757+00,Very Low,2
2013,"{ทางเท้า,แสงสว่าง,ถนน}","เขตบางกะปิ,สำนักการโยธา กทม.,การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย (รฟม.),การไฟฟ้านครหลวง เขตลาดกระบัง,การไฟฟ้านครหลวง MEA,ผอ.เขตบางกะปิ (นายไพรัตน์),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี),กองแผนงานและประสานสาธารณูปโภค สำนักการโยธา (กผภ.สนย.) กทม.",ไฟฟ้าบริเวณทางเท้าและถนนบริเวณหน้าหมู่บ้านธารทิพถึงช่วงบริเวณซอยรามคำแหง 60/5 มืดมาเป็นปีแล้วค่ะ ถนนมืดมากกลัวเกิดอุบัติเหตุขึ้นได้,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/b3ba679df3f8b994b0251183057997e58a8d1896.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-03/1710212302765.jpeg,"100.65420,13.76121",หัวหมาก,บางกะปิ,2022-06-05 15:33:33.756386+00,เสร็จสิ้น,5.0,2024-03-12 02:58:25.317459+00,Very Low,21
2014,{เสียงรบกวน},"เขตบางกะปิ,ฝ่ายสิ่งแวดล้อมฯ เขตบางกะปิ,ผอ.เขตบางกะปิ (นายไพรัตน์),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",1. ในยามวิกาล มักเปิดงานคอนเสิร์ตเสียงดังในพื้นที่ชุมชน ปัจจุบัน 22.00 น. ยังมีเสียงดังมาก เด็กเล็กไม่สามารถนอนได้,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/d81cb20e58835a82cc5d9f6bb54504fd8482ca4a.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/e8b070809a6374eb0044c93b358eea601769592c.jpg,"100.62724,13.79625",คลองจั่น,บางกะปิ,2022-06-05 15:36:14.292586+00,เสร็จสิ้น,4.0,2022-06-21 07:06:06.782804+00,Very Low,3
2015,"{แสงสว่าง,ถนน}","เขตสาทร,ผอ.เขตสาทร (นายธวัชชัย),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",ถนนนราธิวาสมืดมาก ไฟทางไม่ติดหลายดวง,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/6f38e5963c236c2842c48b6b9116d085ecac0188.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/dfc6e8b3f84d38f5ad15e82262a07ba716826ffa.jpg,"100.53269,13.71651",ยานนาวา,สาทร,2022-06-05 15:40:10.409847+00,เสร็จสิ้น,5.0,2022-06-10 05:53:48.055722+00,Low,3
2016,{แสงสว่าง},"เขตจตุจักร,การไฟฟ้านครหลวง เขตบางเขน,ฝ่ายโยธา เขตจตุจักร,การไฟฟ้านครหลวง MEA,ผอ.เขตจตุจักร (นางสาวภัทร์กร),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",ไฟส่องสว่างในซอย พหลโยธิน 45 (หน้าแยก 3) ไม่ติดครับ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/d576bd56c764d61751ca3e6cbc3bc7bb0677bdd5.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/cd4cf9da1e18349cd1275a55d3a67fc27bbb476a.jpg,"100.58057,13.85048",ลาดยาว,จตุจักร,2022-06-05 15:40:32.81254+00,เสร็จสิ้น,4.0,2023-02-13 09:50:05.136394+00,Medium,15
2017,{แสงสว่าง},"เขตทุ่งครุ,ฝ่ายโยธา เขตทุ่งครุ,การไฟฟ้านครหลวง เขตราษฎร์บูรณะ,การไฟฟ้านครหลวง MEA,ผอ.เขตทุ่งครุ (นายพงค์ศักดิ์),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)",ไฟฟ้าที่เสาดับมานานมากแล้วค่ะ แจ้งในแอปการไฟฟ้าไป 2-3 ครั้งแล้ว ก็ยังเหมือนเดิมค่ะ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/c80f0e2e1b92aa60143494c158d1ad861543091b.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/eef3275a09639143a925e2dc5d7c6f01e8133a4d.jpg,"100.50299,13.63706",ทุ่งครุ,ทุ่งครุ,2022-06-05 15:45:56.876031+00,เสร็จสิ้น,4.0,2022-09-15 03:21:37.612105+00,Very Low,1
2018,{ความสะอาด},"เขตประเวศ,ฝ่ายรักษาความสะอาดฯ เขตประเวศ,ผอ.เขตประเวศ (นายดิชา),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)","อยากให้เพิ่มจำนวนวันในการเก็บขยะในหมู่บ้านเดอะคอนเนค อ่อนนุช 2 ซ.เฉลิมพระเกียรติ 87 ให้เพิ่มขึ้น 

ทุกวันนี้รถขยะจะเข้าไปเก็บขยะในหมู่บ้านแค่สัปดาห์ละ 1 ครั้ง คือ ทุกวันพุธเท่านั้น

ทำให้ขยะที่ถูกกองทิ้งไว้หน้าบ้านของแต่ละบ้านมีจำนวนมาก อยากให้พิจารณาเพิ่มจำนวนวันในการเก็บขยะในหมู่บ้านให้มากกว่าสัปดาห์ละ 1 ครั้งค่ะ นะครับ",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/a98cc3b6a275e561e59dcb93388e77ad03913cb0.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/1d65b5703cc0523fe3d03662a9daa6321eaea0db.jpg,"100.69276,13.72870",ประเวศ,ประเวศ,2022-06-05 15:46:14.112674+00,เสร็จสิ้น,4.0,2022-06-08 09:57:51.073363+00,Very Low,3
2019,{กีดขวาง},"เขตจตุจักร,ฝ่ายเทศกิจ เขตจตุจักร,ผอ.เขตจตุจักร (นางสาวภัทร์กร),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",พบการตั้งร้านอาหารโดยมีการวางโต๊ะอาหารบนทางเท้า ทำให้กีดขวางทางเดินเป็นอย่างมาก บริเวณหน้าร้านก๋วยเตี๋ยวต้มยำ นครรสเด็ด โดยมีการวางโต๊ะอาหารแบบนี้มาเป็นเวลาหลายปีแล้ว ร้านอยู่ใกล้กับหน้าปากซอยลาดพร้าว 1/1,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/9e09ed52c70d2c10f11943ce0469a25a1870d8f5.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/bc66c2e9e50d71efba18d9f69d7b9cea324b88c9.jpg,"100.56252,13.81233",จอมพล,จตุจักร,2022-06-05 15:48:09.161939+00,เสร็จสิ้น,1.0,2023-10-16 05:28:04.768765+00,Very Low,27
2020,{ถนน},"เขตสายไหม,สำนักการโยธา กทม.,การไฟฟ้านครหลวง เขตบางเขน,ฝ่ายโยธา เขตสายไหม,การไฟฟ้านครหลวง MEA,ผอ.เขตสายไหม (นายสมบัติ),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ),ศูนย์เครื่องมือกล ส่วนก่อสร้างและบูรณะ 1 สำนักงานก่อสร้างและบูรณะ (สกบ.สนย.)",บริเวณถนนตัดใหม่จากถ.ลำลูกกาไปยังถนนพหลโยธิน ฝั่งขาเข้าเพื่อมุ่งหน้าสู่แยกคปอ. ถนนไม่มีแสงสว่างประมาณเกือบจะ2เดือนแล้วค่ะ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/a108b915e508cd5c5c8f2581312febc49f7c62c8.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/263a7468b35e004e5b58036ca3e27c59838af484.jpg,"100.63496,13.93044",สายไหม,สายไหม,2022-06-05 15:50:11.895608+00,เสร็จสิ้น,2.0,2023-01-23 06:41:05.769177+00,Very Low,11
2021,{แสงสว่าง},"เขตจตุจักร,การไฟฟ้านครหลวง เขตบางเขน,ฝ่ายโยธา เขตจตุจักร,การไฟฟ้านครหลวง MEA,ผอ.เขตจตุจักร (นางสาวภัทร์กร),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",ไฟไม่ติด,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/07334220c0e33e54282d7be8ef4ad80672037c7c.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-01/1a4d41cb72966958b63e6e2db785852d98e53108.jpg,"100.58606,13.81616",จันทรเกษม,จตุจักร,2022-06-05 15:50:14.340481+00,เสร็จสิ้น,5.0,2024-05-21 08:21:15.91669+00,Very Low,5
2022,{ถนน},"เขตพญาไท,สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส. กทม.),สำนักการโยธา กทม.,ฝ่ายโยธา เขตพญาไท,สำนักงานก่อสร้างและบูรณะ สำนักการโยธา (สกบ.สนย.) กทม.,ศูนย์เครื่องมือกล ส่วนก่อสร้างและบูรณะ 2 สำนักงานก่อสร้างและบูรณะ (สกบ.สนย.)",ทางม้าลายมืดมาก ถนนประดิพัทธ์หน้าคอนโดLPN,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/eb665f1a032ed3e3b252dcdd0ef251abc29154e4.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-06/1687404525702.jpeg,"100.54391,13.79129",สามเสนใน,พญาไท,2022-06-05 16:00:22.736229+00,เสร็จสิ้น,1.0,2023-06-22 03:34:18.614194+00,Low,4
2023,{เสียงรบกวน},"เขตบางกะปิ,ผอ.เขตบางกะปิ (นายไพรัตน์),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)","เสียงดังจาก การจัดงานแสดงดนตรี งานวัดวัดบึงทองหลาง คืนวันอา.เวลา  22.,44",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/44f92a44226f3f3e8d8bb9dd96366f814ce58448.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/3c6266a19ef2220aa51ad0c56b48e4a45a4a2620.jpg,"100.62720,13.79655",คลองจั่น,บางกะปิ,2022-06-05 16:05:35.099433+00,เสร็จสิ้น,5.0,2022-06-09 05:29:35.362412+00,Low,3
2024,{เสียงรบกวน},"เขตบางกะปิ,ผอ.เขตบางกะปิ (นายไพรัตน์),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",เช้าวันจันทร์ ต้องทำงานนะครับ  ไม่ต้องนอนกัน เสียงดังขนาดนี้,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/cccb6ccebad89e5b31723ddd3655457923c7dafc.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-11/1038728d66731ec6353c835c612939a173a4e1fe.jpg,"100.62685,13.79815",คลองจั่น,บางกะปิ,2022-06-05 16:07:05.580257+00,เสร็จสิ้น,1.0,2022-11-08 06:59:43.509574+00,Low,3
2025,{แสงสว่าง},"เขตบางซื่อ,เขตจตุจักร,สำนักการโยธา กทม.,ฝ่ายโยธา เขตจตุจักร,ผอ.เขตบางซื่อ (นายเจษฎา),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ),สำนักงานก่อสร้างและบูรณะ สำนักการโยธา (สกบ.สนย.) กทม.,ศูนย์เครื่องมือกล ส่วนก่อสร้างและบูรณะ 2 สำนักงานก่อสร้างและบูรณะ (สกบ.สนย.)",ไฟถนนดับครับ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/c781d749e1915c6dcd276a82d18bb964dd145e8a.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-06/1687406997597.jpeg,"100.53856,13.82827",จตุจักร,จตุจักร,2022-06-05 16:10:53.810234+00,เสร็จสิ้น,5.0,2024-05-21 08:21:25.74911+00,Low,6
2026,"{ถนน,ต้นไม้}","เขตบางบอน,ผอ.เขตบางบอน (นางทวีพร),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)",มีการมาติดป้ายบนฟุตบาทแล้วไม่ทำพื้นใหม่ให้ดีและทิ้งเศษปูนไว้ที่ใต้ต้นไม้ใกล้ๆไม่เก็บไปทิ้ง บริเวณ ถนนบางบอน1 ตรงข้ามซอย13,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/169a8cfa3d122a621efe9c15c9c96ba8c631727b.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/5f416e0c9feeb067f6b9b2877db8af0ad29e5fe2.jpg,"100.42403,13.68061",บางบอนเหนือ,บางบอน,2022-06-05 16:13:50.688858+00,เสร็จสิ้น,5.0,2023-11-07 03:11:12.235512+00,Low,3
2027,{กีดขวาง},"เขตธนบุรี,ฝ่ายเทศกิจ เขตธนบุรี,ผอ.เขตธนบุรี (ว่าที่ ร.ต.เดชาธร),กลุ่มกรุงธนเหนือ (นายเฉลิมพล โชตินุชิต)",ร้านค้าตั้งร้านและมีอุปกรณ์ต่างๆ มาวางไว้กึ่งถาวรบนฟุตพาท ทำให้กีดขวางทางเดินเท้า และร้านค้าไม่ช่วยกันรักษาความสะอาดทำให้สกปรกอีกด้วย,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/a8b49d194b7834c3807d6a754310704844e5c461.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-08/638c9fa6eb8ea4ed3f9058696fb7b592eba05c34.jpg,"100.48706,13.70687",สำเหร่,ธนบุรี,2022-06-05 16:24:24.863474+00,เสร็จสิ้น,4.0,2022-08-02 03:31:32.544988+00,Very Low,1
2028,{ทางเท้า},"เขตบางกะปิ,ผอ.เขตบางกะปิ (นายไพรัตน์),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",1.เรื่องฟุตบาทแคบเดินยาก(เสรีไทย),https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/e7248f1e6cb9941250e0420b473d36ff8afd50b1.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/cf9eccc54ccfeecafdf793a4bdf0c36ad83df28f.jpg,"100.64984,13.76636",คลองจั่น,บางกะปิ,2022-06-05 16:27:52.842662+00,เสร็จสิ้น,5.0,2022-06-09 13:25:59.006772+00,Very Low,1
2029,{เสียงรบกวน},"ฝ่ายสิ่งแวดล้อม แขวงจอมพล จตุจักร,เขตจตุจักร,ฝ่ายสิ่งแวดล้อมฯ เขตจตุจักร,ผอ.เขตจตุจักร (นางสาวภัทร์กร),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)","เสียงดนตรีดังลั่นจากสถานบันเทิงร้านตรงห้าแยกลาดพร้าว ลักษณะร้านแบบเปิดโล่ง มีดนตรีสดเสียงดังมาก คนแก่ คนป่วย คนทำงานสุขภาพจิตแย่แล้ว สุขภาพกายยังแย่ไปอีกค่ะ เสียงดังขึ้นมาถึงคอนโดชั้น 30

เห็นด้วยกับการให้คนทำงานกลางคืนได้ทำงานปกติ แต่ควรคำนึงถึงผลกระทบที่ชาวบ้านข้างเคียงได้รับด้วยค่ะ ควรมีมาตรการอย่างเด็ดขาด ร้านที่มีดนตรีควรมีผนังเก็บเสียง ที่จะไม่มีให้ชาวบ้านข้างเคียงปวดประสาทค่ะ  ขอบคุณค่ะ",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/20ea1cd867cc38c418de411d9c21cb47e532b220.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/8a657ac0d44df7129f3eefc4e6290228d81da526.jpg,"100.56123,13.81264",จอมพล,จตุจักร,2022-06-05 16:29:21.684614+00,เสร็จสิ้น,5.0,2023-02-16 11:08:42.49303+00,Very Low,19
2030,{ถนน},"เขตบางแค,กลุ่มงานสัญญาณไฟจราจร สวจ.สจส. กทม.,ฝ่ายเทศกิจ เขตบางแค,ผอ.เขตบางแค (นายณรงค์),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)",ไฟแดงตรงสี่แยกบางแค-บางบอน ตรงถนนกัลปพฤกษ์ ไม่มีไฟแดงเลี้ยวขวา ซึ่งสร้างความสับสนให้กับรถที่จะเลี้ยวขวาเป็นอย่างมาก อาจจะเกิดอุบัติเหตุจากรถที่ไม่คุ้นชินทางได้ (ไฟเขียวตรง แต่เลี้ยวขวาไม่มีไฟแดงกั้น ทำให้คนที่ไม่ชินทางอาจจะเลี้ยวออกไปถูกชนได้),https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/f2753bd76564f01b6fd7d2dce7b1f135b69e0f6d.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-08/938b94f109ec8b3e6e7e6cb5f6a48951749822eb.jpg,"100.42582,13.68669",บางแค,บางแค,2022-06-05 16:38:19.785899+00,เสร็จสิ้น,3.0,2022-08-30 17:35:10.178262+00,Low,3
2031,{ท่อระบายน้ำ},"เขตจตุจักร,ฝ่ายโยธา เขตจตุจักร,ผอ.เขตจตุจักร (นางสาวภัทร์กร),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",ก่อนหน้านี้มีการทำท่อระบายน้ำ แล้วถนนยุบตัวหลายช่วงในซอยครับ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/964495b167724c43f2ee26b2ba27ea7a4d147ecc.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/fb2153d5004322cae8b1d08bda2ec13d2bf0ccf8.jpg,"100.55955,13.79700",จอมพล,จตุจักร,2022-06-05 16:46:00.159289+00,เสร็จสิ้น,5.0,2023-02-13 09:49:37.495251+00,Very Low,9
2032,{ความปลอดภัย},"เขตวัฒนา,สำนักการระบายน้ำ กทม.,ฝ่ายโยธา เขตคลองเตย,ฝ่ายโยธา เขตวัฒนา,กองระบบท่อระบายน้ำ สำนักการระบายน้ำ,ผอ.เขตวัฒนา (น.ส.สุชิรา),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",ฝาท่อระบายน้ำ บริเวณทางเท้าหน้าร้าน lawson 108 ในซอยสุขุมวิท 38 เกิดความเสียหายอย่างหนัก เกรงว่าผู้สัญจรไปมาอาจจะได้รับอันตราย จึงอยากให้หน่วยงานที่เกี่ยวข้อง ช่วยซ่อมแซมด้วย,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/e1f4aff48521b702b75fa897270d7736617d7fac.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-04/1682396700977.jpeg,"100.57061,13.73080",คลองตันเหนือ,วัฒนา,2022-06-05 16:46:40.598041+00,เสร็จสิ้น,3.0,2023-04-25 04:25:02.444922+00,Very Low,9
